new_UID,rowid_orig_pull,name,address,type,subtype,note_from_open_streetmap_pull,date_pulled,date_validated,X,Y,RFEI
4238,6590,Pi Squared Pizza,NA,fastfood,fast_food,11382662132,2024-06-20,june_july_2024,-75.7231642,45.3318208,unhealthy
5948,6591,Pi-Rho,457 Hazeldean Road,restaurant,restaurant,614326761,2024-06-20,june_july_2024,-75.8864537,45.30006342,not_applicable
135,6592,PiRho,81 Riocan Avenue K2J 5G3,restaurant,restaurant,478217643,2024-06-20,june_july_2024,-75.74109687,45.26967786,not_applicable
10412,6593,Piada Gelato,NA,specialty,ice_cream,11754046866,2024-06-20,june_july_2024,-73.8028785,45.4844816,not_applicable
8142,6594,Piano & Fils,NA,specialty,butcher,11571549328,2024-06-20,june_july_2024,-73.8741796,45.5764319,not_applicable
875,6595,Piatti Pronti,NA,restaurant,restaurant,11340495497,2024-06-20,june_july_2024,-73.7359977,45.5672628,not_applicable
2969,6596,Piazza Romana,NA,restaurant,restaurant,112637139,2024-06-20,june_july_2024,-73.8283714,45.4287676,not_applicable
10097,6597,Pickled Pig Cheese & Charcuterie,1 Chambers Street,specialty,cheese,6779491896,2024-06-20,june_july_2024,-76.0206957,44.8986431,not_applicable
4555,6598,Picolo Grande,55 Murray Street,fastfood,cafe,4343788836,2024-06-20,june_july_2024,-75.694458,45.4294771,not_applicable
348,6599,Pie Eyed Monk Brewery,"8 Cambridge Street North, Lindsay K9V 4C3",restaurant,pub,6839213827,2024-06-20,june_july_2024,-78.7393578,44.3550859,not_applicable
8281,6600,Pierno Gelato,NA,specialty,ice_cream,11346338970,2024-06-20,june_july_2024,-73.7246076,45.6211043,not_applicable
2729,6601,Pierre & Fils Depanneur,953 Notre Dame Street,convenience,convenience,5888865467,2024-06-20,june_july_2024,-75.2829444,45.2720108,unhealthy
8727,6602,Pietro's Corner,106 Preston Street,restaurant,restaurant,7747287179,2024-06-20,june_july_2024,-75.7145536,45.408644,not_applicable
9002,6603,Pietro's Corner,106 Preston Street,specialty,deli,7747287179,2024-06-20,june_july_2024,-75.7145536,45.408644,not_applicable
7465,6604,Piggy Market,400 Winston Avenue K2A 1Y5,specialty,butcher,1684683903,2024-06-20,june_july_2024,-75.7565144,45.3912805,not_applicable
5999,6605,Pignon Rouge,NA,restaurant,restaurant,1803629520,2024-06-20,june_july_2024,-73.9171236,46.6788303,not_applicable
1658,6606,Pili Pili Grilled Chicken,205 Dalhousie Street,restaurant,restaurant,4122495389,2024-06-20,june_july_2024,-75.6936478,45.4320097,not_applicable
6273,6607,Pilos Restaurant,876 Montreal Road,restaurant,restaurant,583792600,2024-06-20,june_july_2024,-75.63020895,45.44615872,not_applicable
6429,6608,Pine Valley Restaurant,"26047 Highway 41, Griffith K0J 2R0",restaurant,restaurant,522996738,2024-06-20,june_july_2024,-77.16206182,45.24539039,not_applicable
2249,6609,Pine Yard,NA,restaurant,restaurant,4871059634,2024-06-20,june_july_2024,-77.8549434,45.0599236,not_applicable
3640,6610,Pinelopi's Greek Kitchen,4100 Strandherd Drive K2J 0V2,restaurant,restaurant,478555842,2024-06-20,june_july_2024,-75.76834174,45.26039466,not_applicable
1530,6611,Pineview Restaurant,322 Route 105,restaurant,restaurant,6149859051,2024-06-20,june_july_2024,-75.9480214,45.8082364,not_applicable
10265,6612,Pinkberry,100 Bayshore Drive,specialty,ice_cream,6124216001,2024-06-20,june_july_2024,-75.8068219,45.3470859,not_applicable
8288,6613,Pinkberry,1235 Wellington Street West,specialty,ice_cream,6550522705,2024-06-20,june_july_2024,-75.7323098,45.3998578,not_applicable
7205,6614,Pinn-To Thai Food,4100 Albion Road,fastfood,fast_food,6141609772,2024-06-20,june_july_2024,-75.62227,45.3172782,not_applicable
747,6615,Pipolinka Boulangerie,NA,specialty,bakery,6511898986,2024-06-20,june_july_2024,-75.9303437,45.6359166,not_applicable
10166,6616,Piri Piri,NA,fastfood,fast_food,11845487273,2024-06-20,june_july_2024,-73.868261,45.4614415,not_applicable
2565,6617,Pistachio Cafe,NA,fastfood,cafe,9709228562,2024-06-20,june_july_2024,-76.1630904,44.3294584,not_applicable
3986,6618,Pistachio Choco,1666 Bank Street,specialty,chocolate,10555699491,2024-06-20,june_july_2024,-75.6667798,45.3763723,not_applicable
1364,6619,Pita Bell Kebab,1696 Carling Avenue,fastfood,fast_food,257158830,2024-06-20,june_july_2024,-75.7505128,45.37860133,not_applicable
3274,6620,Pita Pit,NA,fastfood,fast_food,6614712076,2024-06-20,june_july_2024,-78.3446564,44.2813177,not_applicable
378,6621,Pita Pit,"1 Richmond Boulevard, Greater Napanee K7R 3M8",fastfood,fast_food,6854303512,2024-06-20,june_july_2024,-76.9630306,44.261551,not_applicable
10367,6622,Pita Pit,NA,fastfood,fast_food,7855584450,2024-06-20,june_july_2024,-78.3201105,44.304209,not_applicable
9514,6623,Pita Pit,NA,fastfood,fast_food,9871137019,2024-06-20,june_july_2024,-76.5688242,44.2734882,not_applicable
3802,6624,Pita Pit,"96 Innovation Drive, Kingston",fastfood,fast_food,10679662678,2024-06-20,june_july_2024,-76.4455342,44.2724896,not_applicable
9009,6625,Pita Pit,NA,fastfood,fast_food,385889015,2024-06-20,june_july_2024,-78.7360884,44.35496703,not_applicable
9091,6626,Pita Pit,", Kingston",fastfood,fast_food,443403881,2024-06-20,june_july_2024,-76.50228052,44.26464033,not_applicable
338,6627,Pita Pit,2016 Ogilvie Road,fastfood,fast_food,484619027,2024-06-20,june_july_2024,-75.60344441,45.43720758,not_applicable
3618,6628,Pita Pit,3712 Innes Road K1W 0C8,fastfood,fast_food,484828750,2024-06-20,june_july_2024,-75.51668934,45.4491688,not_applicable
4513,6629,Pita Pit,700 Eagleson Road,fastfood,fast_food,576918526,2024-06-20,june_july_2024,-75.86845165,45.28625635,not_applicable
1251,6630,Pita Pit,457 Hazeldean Road,fastfood,fast_food,685992089,2024-06-20,june_july_2024,-75.88624962,45.29989528,not_applicable
6846,6631,Piz'za-za,36 Rue Laval,restaurant,restaurant,6386569907,2024-06-20,june_july_2024,-75.7161916,45.4266912,not_applicable
3382,6632,Pizza,NA,fastfood,fast_food,1981968349,2024-06-20,june_july_2024,-74.7941659,45.645442,unhealthy
179,6633,Pizza & Cie,NA,restaurant,restaurant,2383138580,2024-06-20,june_july_2024,-74.5903073,46.1188034,not_applicable
2272,6634,Pizza 2 Pour 1,NA,fastfood,fast_food,11435934782,2024-06-20,june_july_2024,-73.7538805,45.5455609,unhealthy
1116,6635,Pizza 3000,"201 Chemin d'Oka, Saint-Andre-d'Argenteuil",restaurant,restaurant,415077662,2024-06-20,june_july_2024,-74.33451957,45.56170373,not_applicable
3626,6636,Pizza 640,NA,fastfood,fast_food,11584340145,2024-06-20,june_july_2024,-73.9069245,45.5669472,unhealthy
10356,6637,Pizza 9,NA,fastfood,fast_food,5519526864,2024-06-20,june_july_2024,-75.7120577,45.4349888,unhealthy
10157,6638,Pizza All'Antica,NA,fastfood,fast_food,6041852451,2024-06-20,june_july_2024,-75.6849164,45.2259785,unhealthy
8747,6639,Pizza Alloro,"5 John Street, Buckhorn",fastfood,fast_food,847469508,2024-06-20,june_july_2024,-78.3495712,44.5531897,unhealthy
119,6640,Pizza Bob,"203 Chemin d'Aylmer, Gatineau J9H 6H4",fastfood,fast_food,693953704,2024-06-20,june_july_2024,-75.8330016,45.39667793,unhealthy
2241,6641,Pizza Bravo,"108 Boulevard Lorrain, Gatineau J8P 2E7",fastfood,fast_food,473877610,2024-06-20,june_july_2024,-75.60744608,45.49554373,unhealthy
1552,6642,Pizza Corner,250 Greenbank Road K2H 8X4,fastfood,fast_food,545573641,2024-06-20,june_july_2024,-75.77965014,45.32545586,unhealthy
4084,6643,Pizza Crusty crust,NA,fastfood,fast_food,11303507850,2024-06-20,june_july_2024,-73.7567164,45.6676108,unhealthy
2335,6644,Pizza Cesar,"200 Chemin Saint-Fereol, Les Cedres",fastfood,fast_food,9348708944,2024-06-20,june_july_2024,-74.0602468,45.3114711,unhealthy
6549,6645,Pizza Dephi Sous-Marins,"8003 Rue Saint-Jacques, Mirabel J7N 1X2",restaurant,restaurant,735359184,2024-06-20,june_july_2024,-73.98004985,45.62541595,not_applicable
1938,6646,Pizza Deux Freres,NA,fastfood,fast_food,11683078805,2024-06-20,june_july_2024,-73.9009888,45.5349235,unhealthy
778,6647,Pizza Deux Freres,NA,fastfood,fast_food,11303536621,2024-06-20,june_july_2024,-73.758061,45.667025,unhealthy
10285,6648,Pizza Eustachoix,NA,fastfood,fast_food,11580347087,2024-06-20,june_july_2024,-73.8864879,45.5688071,unhealthy
10119,6649,Pizza Excel,"1274 Boulevard Cure-Labelle, Blainville",fastfood,fast_food,1270714133,2024-06-20,june_july_2024,-73.8989661,45.6859731,unhealthy
4082,6650,Pizza Express,175 Boulevard Maloney Est J8P 1B9,restaurant,restaurant,314352293,2024-06-20,june_july_2024,-75.64968093,45.48415464,not_applicable
9079,6651,Pizza Face,NA,fastfood,fast_food,11542168407,2024-06-20,june_july_2024,-73.8115106,45.5270419,unhealthy
4931,6652,Pizza Fritz,NA,fastfood,fast_food,4241336367,2024-06-20,june_july_2024,-74.1319402,45.2678717,unhealthy
7227,6653,Pizza Gino,"280 Rue Bourget, Vaudreuil-Dorion",fastfood,fast_food,9176401231,2024-06-20,june_july_2024,-74.030237,45.4042538,unhealthy
8357,6654,Pizza Gino,NA,fastfood,fast_food,11147138034,2024-06-20,june_july_2024,-73.7916717,45.6363388,unhealthy
2884,6655,Pizza Gusta Dorion," Boulevard Harwood, Vaudreuil-Dorion J7V 7W1",fastfood,fast_food,9218473882,2024-06-20,june_july_2024,-74.0182404,45.3813294,unhealthy
6339,6656,Pizza Heritage,"44 Rue Court, Gatineau",fastfood,fast_food,693986453,2024-06-20,june_july_2024,-75.84517574,45.39458048,unhealthy
7954,6657,Pizza Hull,530 Boulevard Saint-Joseph,fastfood,fast_food,4232113592,2024-06-20,june_july_2024,-75.7342895,45.4488413,unhealthy
1560,6658,Pizza Hut,"5933 Highway 11, Canton 13617",fastfood,fast_food,354782210,2024-06-20,june_july_2024,-75.147601,44.5979018,unhealthy
5263,6659,Pizza Hut,NA,fastfood,fast_food,497222801,2024-06-20,june_july_2024,-78.3209678,44.3153536,unhealthy
703,6660,Pizza Hut,NA,fastfood,fast_food,2364687173,2024-06-20,june_july_2024,-76.0300561,44.8918369,unhealthy
5182,6661,Pizza Hut,"114 Promenade du Portage, Gatineau J8X 2K1",fastfood,fast_food,3690170026,2024-06-20,june_july_2024,-75.7171911,45.425247,unhealthy
3966,6662,Pizza Hut,1741 St-Laurent Boulevard,fastfood,fast_food,4354349089,2024-06-20,june_july_2024,-75.6259975,45.4053713,unhealthy
6050,6663,Pizza Hut,NA,fastfood,fast_food,5062569071,2024-06-20,june_july_2024,-73.8903712,45.4427033,unhealthy
8346,6664,Pizza Hut,195 Rideau Street,fastfood,fast_food,5631415376,2024-06-20,june_july_2024,-75.6888733,45.4276291,unhealthy
6028,6665,Pizza Hut,2462 Parkedale Avenue,fastfood,fast_food,6389733386,2024-06-20,june_july_2024,-75.7020061,44.6033361,unhealthy
3490,6666,Pizza Hut,"1010 Patterson Street, Ogdensburg 13669",fastfood,fast_food,7486302994,2024-06-20,june_july_2024,-75.4760977,44.6916502,unhealthy
9527,6667,Pizza Hut,NA,fastfood,fast_food,7495515381,2024-06-20,june_july_2024,-77.1469925,45.8332846,unhealthy
3054,6668,Pizza Hut,NA,fastfood,fast_food,8088671938,2024-06-20,june_july_2024,-73.7157317,45.3600559,unhealthy
5867,6669,Pizza Hut,"2929 Boulevard de la Gare, Vaudreuil-Dorion",fastfood,fast_food,8983944187,2024-06-20,june_july_2024,-74.0538639,45.391738,unhealthy
689,6670,Pizza Hut,NA,fastfood,fast_food,9307381454,2024-06-20,june_july_2024,-75.7447874,45.4629673,unhealthy
132,6671,Pizza Hut,"4 Malby Avenue, Massena 13662",fastfood,fast_food,9516677451,2024-06-20,june_july_2024,-74.8762145,44.927054,unhealthy
9957,6672,Pizza Hut,5556 Manotick Main Street,fastfood,fast_food,9611926161,2024-06-20,june_july_2024,-75.6835022,45.2241004,unhealthy
1508,6673,Pizza Hut,NA,fastfood,fast_food,9717908914,2024-06-20,june_july_2024,-73.8394993,45.6476574,unhealthy
6985,6674,Pizza Hut,291 Richmond Road,fastfood,fast_food,10036742183,2024-06-20,june_july_2024,-75.7518006,45.3931604,unhealthy
7026,6675,Pizza Hut,"25 Doxsee Avenue South, Campbellford K0L 1L0",fastfood,fast_food,11024082916,2024-06-20,june_july_2024,-77.7957973,44.3073378,unhealthy
6290,6676,Pizza Hut,NA,fastfood,fast_food,11110373360,2024-06-20,june_july_2024,-73.7407341,45.6166003,unhealthy
4145,6677,Pizza Hut,1895 Bank Street,fastfood,fast_food,11112820186,2024-06-20,june_july_2024,-75.6623428,45.3691776,unhealthy
9714,6678,Pizza Hut,NA,fastfood,fast_food,11279820778,2024-06-20,june_july_2024,-73.8386419,45.4777294,unhealthy
8306,6679,Pizza Hut,NA,fastfood,fast_food,11504714500,2024-06-20,june_july_2024,-73.8091477,45.5784243,unhealthy
7790,6680,Pizza Hut,NA,fastfood,fast_food,11542128851,2024-06-20,june_july_2024,-73.7928952,45.5220151,unhealthy
8475,6681,Pizza Hut,NA,fastfood,fast_food,11544316641,2024-06-20,june_july_2024,-73.9058779,45.5659119,unhealthy
8043,6682,Pizza Hut,NA,fastfood,fast_food,11772676886,2024-06-20,june_july_2024,-73.8205043,45.5081669,unhealthy
7644,6683,Pizza Hut,"62 Market Street, Potsdam 13676",fastfood,fast_food,58781965,2024-06-20,june_july_2024,-74.98650298,44.67128269,unhealthy
5364,6684,Pizza Hut,", Kingston",fastfood,fast_food,59524675,2024-06-20,june_july_2024,-76.50049929,44.26712918,unhealthy
6487,6685,Pizza Hut,1550 Merivale Road K2G 3J4,fastfood,fast_food,156730365,2024-06-20,june_july_2024,-75.73583293,45.3537781,unhealthy
7499,6686,Pizza Hut,NA,fastfood,fast_food,179548987,2024-06-20,june_july_2024,-78.76261073,44.34901109,unhealthy
5202,6687,Pizza Hut,325(3) Boulevard Greber J8T 8J3,fastfood,fast_food,182249098,2024-06-20,june_july_2024,-75.70036641,45.47756341,unhealthy
5737,6688,Pizza Hut,NA,fastfood,fast_food,403998554,2024-06-20,june_july_2024,-74.75405709,45.02954147,unhealthy
5788,6689,Pizza Hut,1581 Greenbank Road K2J 4Y6,fastfood,fast_food,478374547,2024-06-20,june_july_2024,-75.74636,45.27357295,unhealthy
4455,6690,Pizza Hut,NA,fastfood,fast_food,496742916,2024-06-20,june_july_2024,-76.2644959,44.90929785,unhealthy
8320,6691,Pizza Hut,NA,fastfood,fast_food,497287044,2024-06-20,june_july_2024,-78.2688653,44.42834389,unhealthy
5025,6692,Pizza Hut,NA,fastfood,fast_food,558403090,2024-06-20,june_july_2024,-78.3411238,44.28255549,unhealthy
8877,6693,Pizza Hut,1831 Robertson Road,fastfood,fast_food,570367949,2024-06-20,june_july_2024,-75.8192074,45.3281886,unhealthy
1212,6694,Pizza Hut,526 Montreal Road,fastfood,fast_food,573385579,2024-06-20,june_july_2024,-75.645999,45.44061137,unhealthy
2955,6695,Pizza Hut,474 Hazeldean Road,fastfood,fast_food,591034764,2024-06-20,june_july_2024,-75.88783845,45.29740472,unhealthy
9670,6696,Pizza Hut,2297 St. Joseph Boulevard,fastfood,fast_food,606789213,2024-06-20,june_july_2024,-75.53209433,45.46830231,unhealthy
5386,6697,Pizza Hut,5045 Innovation Drive,fastfood,fast_food,617642478,2024-06-20,june_july_2024,-75.93095219,45.3446691,unhealthy
2008,6698,Pizza Hut,181 Rue Principale,fastfood,fast_food,693894795,2024-06-20,june_july_2024,-75.83610663,45.39654905,unhealthy
1943,6699,Pizza Hut,NA,fastfood,fast_food,762479347,2024-06-20,june_july_2024,-75.55600965,45.2643348,unhealthy
6535,6700,Pizza Hut Delivery,855 Bank Street,fastfood,fast_food,2104707497,2024-06-20,june_july_2024,-75.6873491,45.4014885,unhealthy
9618,6701,Pizza Hut Express,"100 Montee Lavigne - Route 201, Rigaud",fastfood,fast_food,1401837884,2024-06-20,june_july_2024,-74.2280481,45.4614297,unhealthy
3017,6702,Pizza Hut Express,NA,fastfood,fast_food,5101990999,2024-06-20,june_july_2024,-75.079169,45.2997298,unhealthy
5276,6703,Pizza Hut Express,NA,fastfood,fast_food,6007626188,2024-06-20,june_july_2024,-75.180476,44.90161,unhealthy
8918,6704,Pizza Hut Express,NA,fastfood,fast_food,6477584823,2024-06-20,june_july_2024,-74.6293873,45.3016966,unhealthy
4754,6705,Pizza Italie,"101 Promenade du Portage, Gatineau J8X 2K2",restaurant,restaurant,3690112281,2024-06-20,june_july_2024,-75.7176278,45.4253912,not_applicable
6368,6706,Pizza Jimmie,10 Rue Belmont J9H 6J5,fastfood,fast_food,693942947,2024-06-20,june_july_2024,-75.83026725,45.3943415,unhealthy
3473,6707,Pizza Jose,NA,fastfood,fast_food,10315995947,2024-06-20,june_july_2024,-75.7182521,45.4839895,unhealthy
2945,6708,Pizza Junction,4025 Innes Road,fastfood,fast_food,614916099,2024-06-20,june_july_2024,-75.5060228,45.45599302,unhealthy
2768,6709,Pizza Kamy,NA,fastfood,fast_food,11303536620,2024-06-20,june_july_2024,-73.7579735,45.6670814,unhealthy
954,6710,Pizza La Difference,"556 Avenue de Buckingham, Gatineau J8L 2H1",fastfood,fast_food,3690765682,2024-06-20,june_july_2024,-75.4159071,45.5855363,unhealthy
9819,6711,Pizza La Difference,"212 Boulevard Saint-Joseph, Gatineau J8Y 3X4",fastfood,fast_food,428193256,2024-06-20,june_july_2024,-75.73283454,45.4347356,unhealthy
1626,6712,Pizza La Difference,"158 Boulevard Lorrain, Gatineau J8P 2G2",fastfood,fast_food,474679832,2024-06-20,june_july_2024,-75.60810281,45.50003368,unhealthy
2495,6713,Pizza La Difference,455 Boulevard Greber,fastfood,fast_food,661305450,2024-06-20,june_july_2024,-75.70120015,45.48661423,unhealthy
3141,6714,Pizza La Difference,"4 Rue Belmont, Gatineau J9H 5L6",fastfood,fast_food,693931690,2024-06-20,june_july_2024,-75.8303062,45.39494775,unhealthy
7967,6715,Pizza Lali,NA,fastfood,fast_food,11683001379,2024-06-20,june_july_2024,-73.8932585,45.5511004,unhealthy
7320,6716,Pizza Land,NA,fastfood,fast_food,7926845608,2024-06-20,june_july_2024,-78.2995109,44.2961543,unhealthy
8685,6717,Pizza Latina,NA,fastfood,fast_food,10067011564,2024-06-20,june_july_2024,-77.3130087,44.477336,unhealthy
5842,6718,Pizza Lovers,223 Laurier Avenue East,fastfood,fast_food,2476976981,2024-06-20,june_july_2024,-75.681722,45.4259469,unhealthy
504,6719,Pizza Lovers,800 Hunt Club Road,fastfood,fast_food,604084873,2024-06-20,june_july_2024,-75.6661653,45.34435426,unhealthy
4357,6720,Pizza Marie,NA,fastfood,fast_food,6427109871,2024-06-20,june_july_2024,-75.7009077,45.4811217,unhealthy
7281,6721,Pizza Max,NA,fastfood,fast_food,4461881836,2024-06-20,june_july_2024,-74.0281508,45.7943291,unhealthy
9414,6722,Pizza Maximum,NA,fastfood,fast_food,11126563959,2024-06-20,june_july_2024,-73.7520054,45.6300395,unhealthy
3375,6723,Pizza Maya,NA,restaurant,restaurant,8119066330,2024-06-20,june_july_2024,-73.7412747,45.3616194,not_applicable
2637,6724,Pizza Melis,NA,fastfood,fast_food,11198471924,2024-06-20,june_july_2024,-73.8138837,45.618924,unhealthy
3749,6725,Pizza Milano,"990 Boulevard de la Grande-Allee, Boisbriand J7G 2T4",fastfood,fast_food,5706823921,2024-06-20,june_july_2024,-73.8382062,45.6137351,unhealthy
7808,6726,Pizza Mira,NA,fastfood,fast_food,11279820803,2024-06-20,june_july_2024,-73.8423903,45.4796612,unhealthy
5622,6727,Pizza Morado,NA,fastfood,fast_food,11463697236,2024-06-20,june_july_2024,-73.746252,45.5414893,unhealthy
9979,6728,Pizza Morado,NA,fastfood,fast_food,11466157805,2024-06-20,june_july_2024,-73.7653927,45.5494517,unhealthy
10105,6729,Pizza Mory,NA,fastfood,fast_food,11772676458,2024-06-20,june_july_2024,-73.8215609,45.5076644,unhealthy
3601,6730,Pizza Nerds,478 Bank Street,fastfood,fast_food,5867011018,2024-06-20,june_july_2024,-75.693081,45.4109382,unhealthy
10076,6731,Pizza Nikkos,NA,fastfood,fast_food,11279820823,2024-06-20,june_july_2024,-73.8404032,45.4801569,unhealthy
6525,6732,Pizza No 900,NA,restaurant,restaurant,6800716985,2024-06-20,june_july_2024,-74.1515678,45.8906195,not_applicable
7245,6733,Pizza Nova,908 Lansdowne Street West K9J 1Z8,fastfood,fast_food,6614683915,2024-06-20,june_july_2024,-78.3414091,44.2833328,unhealthy
10198,6734,Pizza Nova,NA,fastfood,fast_food,385927123,2024-06-20,june_july_2024,-78.73572121,44.35554812,unhealthy
6542,6735,Pizza Papa,NA,fastfood,fast_food,7560734366,2024-06-20,june_july_2024,-74.0410396,45.2896165,unhealthy
5606,6736,Pizza Pizza,230 Elgin Street,fastfood,fast_food,600101638,2024-06-20,june_july_2024,-75.6911579,45.4185648,unhealthy
5558,6737,Pizza Pizza,931 Bank Street,fastfood,fast_food,600121720,2024-06-20,june_july_2024,-75.6864805,45.3999558,unhealthy
2180,6738,Pizza Pizza,673 Somerset Street West,fastfood,fast_food,726928791,2024-06-20,june_july_2024,-75.7059491,45.4114848,unhealthy
5957,6739,Pizza Pizza,NA,fastfood,fast_food,999660015,2024-06-20,june_july_2024,-78.3202528,44.2964635,unhealthy
5194,6740,Pizza Pizza,NA,fastfood,fast_food,1339121916,2024-06-20,june_july_2024,-76.3669402,45.425465,unhealthy
9976,6741,Pizza Pizza,"14860 Boulevard de Pierrefonds, Pierrefonds H9H 4Y6",fastfood,fast_food,1931727495,2024-06-20,june_july_2024,-73.8588286,45.4837498,unhealthy
6686,6742,Pizza Pizza,1199 Wellington Street West,fastfood,fast_food,2458140964,2024-06-20,june_july_2024,-75.7302806,45.4004778,unhealthy
5471,6743,Pizza Pizza,NA,fastfood,fast_food,3328541868,2024-06-20,june_july_2024,-77.6824096,45.4888631,unhealthy
90,6744,Pizza Pizza,"434 Boulevard Saint-Joseph, Gatineau",fastfood,fast_food,3607367770,2024-06-20,june_july_2024,-75.7322314,45.4446326,unhealthy
6437,6745,Pizza Pizza,NA,fastfood,fast_food,3688740051,2024-06-20,june_july_2024,-76.1211431,45.1324982,unhealthy
7856,6746,Pizza Pizza,"2 Rue Georges-Bilodeau, Gatineau J8Z 1V2",fastfood,fast_food,3690531279,2024-06-20,june_july_2024,-75.7480591,45.4622264,unhealthy
6261,6747,Pizza Pizza,NA,fastfood,fast_food,4133413442,2024-06-20,june_july_2024,-77.2825674,45.8993214,unhealthy
5992,6748,Pizza Pizza,NA,fastfood,fast_food,4224073568,2024-06-20,june_july_2024,-78.3477638,44.2819924,unhealthy
1272,6749,Pizza Pizza,NA,fastfood,fast_food,4783692773,2024-06-20,june_july_2024,-74.7055921,45.0267349,unhealthy
4582,6750,Pizza Pizza,32 Pembroke Street West,fastfood,fast_food,5398657323,2024-06-20,june_july_2024,-77.1132309,45.8260821,unhealthy
4888,6751,Pizza Pizza,1125 Colonel By Drive,fastfood,fast_food,5622637391,2024-06-20,june_july_2024,-75.69901,45.3808907,unhealthy
8908,6752,Pizza Pizza,NA,fastfood,fast_food,5844815931,2024-06-20,june_july_2024,-77.8564568,45.05931,unhealthy
3459,6753,Pizza Pizza,110 Prescott Centre Drive,fastfood,fast_food,6340377673,2024-06-20,june_july_2024,-75.5227112,44.7219979,unhealthy
4477,6754,Pizza Pizza,NA,fastfood,fast_food,6391943028,2024-06-20,june_july_2024,-75.7027464,44.6009666,unhealthy
8985,6755,Pizza Pizza,NA,fastfood,fast_food,6617010459,2024-06-20,june_july_2024,-78.3321919,44.3191134,unhealthy
4444,6756,Pizza Pizza,NA,fastfood,fast_food,7057332260,2024-06-20,june_july_2024,-78.2868791,44.3586717,unhealthy
3082,6757,Pizza Pizza,NA,fastfood,fast_food,7993899359,2024-06-20,june_july_2024,-78.2614356,44.2982401,unhealthy
5533,6758,Pizza Pizza,NA,fastfood,fast_food,8094435169,2024-06-20,june_july_2024,-77.6814969,44.4834466,unhealthy
6547,6759,Pizza Pizza,NA,fastfood,fast_food,8109323287,2024-06-20,june_july_2024,-73.7320263,45.3601218,unhealthy
6546,6760,Pizza Pizza,"3061 Boulevard de la Gare, Vaudreuil-Dorion J7V 9R2",fastfood,fast_food,8680008285,2024-06-20,june_july_2024,-74.0539733,45.3968799,unhealthy
10336,6761,Pizza Pizza,"1 Beckwith Street South, Smiths Falls K7A 2A9",fastfood,fast_food,9948536822,2024-06-20,june_july_2024,-76.0208677,44.8994782,unhealthy
4161,6762,Pizza Pizza,NA,fastfood,fast_food,10751089051,2024-06-20,june_july_2024,-73.7130884,45.5187042,unhealthy
6400,6763,Pizza Pizza,NA,fastfood,fast_food,11108558165,2024-06-20,june_july_2024,-73.7310945,45.605809,unhealthy
1029,6764,Pizza Pizza,NA,fastfood,fast_food,11242489323,2024-06-20,june_july_2024,-73.8314117,45.4678307,unhealthy
6382,6765,Pizza Pizza,NA,fastfood,fast_food,11339825650,2024-06-20,june_july_2024,-73.7300833,45.5676744,unhealthy
8070,6766,Pizza Pizza,NA,fastfood,fast_food,11360539946,2024-06-20,june_july_2024,-73.7888931,45.6013997,unhealthy
2045,6767,Pizza Pizza,NA,fastfood,fast_food,11421816324,2024-06-20,june_july_2024,-73.766585,45.5574351,unhealthy
4768,6768,Pizza Pizza,NA,fastfood,fast_food,11542128862,2024-06-20,june_july_2024,-73.7995338,45.5225075,unhealthy
7241,6769,Pizza Pizza,NA,fastfood,fast_food,11580608272,2024-06-20,june_july_2024,-73.9025474,45.5616725,unhealthy
7102,6770,Pizza Pizza,NA,fastfood,fast_food,11772688839,2024-06-20,june_july_2024,-73.8186656,45.5059699,unhealthy
3621,6771,Pizza Pizza,NA,fastfood,fast_food,11782430550,2024-06-20,june_july_2024,-73.8379052,45.646519,unhealthy
5671,6772,Pizza Pizza,320 McArthur Avenue,fastfood,fast_food,16386413,2024-06-20,june_july_2024,-75.65390508,45.43158738,unhealthy
442,6773,Pizza Pizza,1338 Richmond Road,fastfood,fast_food,147434956,2024-06-20,june_july_2024,-75.78644748,45.36672593,unhealthy
1721,6774,Pizza Pizza,336 Rideau Street,fastfood,fast_food,152498416,2024-06-20,june_july_2024,-75.6840433,45.429128,unhealthy
9454,6775,Pizza Pizza,1779 Carling Avenue,fastfood,fast_food,236327935,2024-06-20,june_july_2024,-75.75452209,45.37753251,unhealthy
2634,6776,Pizza Pizza,2369 St. Joseph Boulevard,fastfood,fast_food,302923620,2024-06-20,june_july_2024,-75.53017411,45.46905204,unhealthy
561,6777,Pizza Pizza,123 Boulevard Greber J8T 3R1,fastfood,fast_food,307636942,2024-06-20,june_july_2024,-75.70005545,45.46730435,unhealthy
9851,6778,Pizza Pizza,1717 Bank Street,fastfood,fast_food,366495994,2024-06-20,june_july_2024,-75.66522965,45.37473707,unhealthy
3407,6779,Pizza Pizza,NA,fastfood,fast_food,384977581,2024-06-20,june_july_2024,-78.73842536,44.35446882,unhealthy
1268,6780,Pizza Pizza,50 Marketplace Avenue K2J 5G3,fastfood,fast_food,410941071,2024-06-20,june_july_2024,-75.74393422,45.26969069,unhealthy
3600,6781,Pizza Pizza,1968 Portobello Boulevard,fastfood,fast_food,471120365,2024-06-20,june_july_2024,-75.46662616,45.46672273,unhealthy
4383,6782,Pizza Pizza,2301 Navaho Drive,fastfood,fast_food,475412257,2024-06-20,june_july_2024,-75.7557107,45.3528961,unhealthy
